activity_id,user_id,activity_type,duration_mins,calories_burned,activity_date,name,age,gender,email,region_id,region_name
914,914,Stretching,98,991,2025-05-20,Mr. Fred Hall,36,F,tannertara@example.org,685,"Priceborough, Korea"
915,915,Weight Lifting,39,950,2025-05-31,Willie Miller,67,F,kenneth57@example.net,847,"West Jennifer, Sri Lanka"
916,916,Dancing,80,299,2025-06-13,Jessica Wiley,47,Other,cantrellcory@example.com,924,"Port Jeffrey, Central African Republic"
917,917,Weight Lifting,112,940,2025-06-04,Dillon Warren,58,Other,juliehiggins@example.com,401,"Port Jennifermouth, Venezuela"
918,918,Tai Chi,76,642,2025-06-04,Brett Parker,28,Other,dmcdaniel@example.org,168,"Rogersfort, Montenegro"
919,919,Bodyweight Training,18,507,2025-06-09,Diana Edwards,56,M,hgonzalez@example.com,943,"Meganside, Madagascar"
920,920,HIIT,120,956,2025-06-15,Robert Jefferson,26,F,sjohnson@example.com,907,"Pennytown, Uruguay"
921,921,Treadmill,58,850,2025-05-20,Jonathan Ruiz,62,Other,fmorris@example.com,176,"Transtad, Heard Island and McDonald Islands"
922,922,Zumba,97,103,2025-05-22,Haley Villarreal,51,M,maryhaynes@example.org,462,"Davidport, Congo"
923,923,Surfing,78,201,2025-05-17,Lauren Young,40,M,haley30@example.com,34,"Meaganhaven, Trinidad and Tobago"
924,924,Basketball,58,782,2025-06-14,Jonathan Clay,38,M,zbrooks@example.net,403,"Hortonberg, United States Virgin Islands"
925,925,CrossFit,62,776,2025-05-19,David Pena,46,M,brenda50@example.net,50,"Sanchezfort, Saint Kitts and Nevis"
926,926,Skiing,46,634,2025-06-02,Melissa Roberts,20,F,brandonweber@example.net,209,"East Suzanneshire, Anguilla"
927,927,Badminton,111,365,2025-05-31,Lynn Olson,50,M,gregory17@example.com,538,"Wilcoxhaven, China"
928,928,Tai Chi,49,626,2025-06-04,David Richmond,66,M,jfreeman@example.org,630,"Patrickberg, Iceland"
929,929,Bodyweight Training,14,631,2025-05-25,Autumn Chang,23,M,hmullen@example.net,499,"Lauratown, Israel"
930,930,Aerobics,65,594,2025-06-13,Christina Smith,68,F,amandadelacruz@example.org,206,"Hollyview, Portugal"
931,931,Badminton,67,314,2025-05-26,Gary Levy,56,M,qmorales@example.com,826,"North Christina, Turks and Caicos Islands"
932,932,Pull-ups,92,143,2025-05-28,Mrs. Lindsey Rice,67,M,jennarice@example.net,182,"Tinaborough, Nepal"
933,933,Tennis,88,371,2025-06-04,Miss Stephanie Butler MD,30,F,linda53@example.com,245,"Courtneyfort, Hong Kong"
934,934,Surfing,73,702,2025-05-22,Michelle Johnson,46,F,andrewmack@example.com,921,"Matthewsstad, Christmas Island"
935,935,Cycling,55,242,2025-06-04,Melanie Sloan,27,Other,seancross@example.org,838,"Port Wendybury, Martinique"
936,936,Push-ups,107,514,2025-06-10,Steven Peterson,51,Other,williamsamanda@example.com,220,"East Aprilfort, Isle of Man"
937,937,Walking,48,130,2025-05-18,Mark Miller,50,M,kathrynblair@example.com,562,"Port Darlene, Cocos (Keeling) Islands"
938,938,Climbing Stairs,38,467,2025-06-06,Andrew Edwards,22,Other,jfields@example.net,5,"Lake Debra, Anguilla"
939,939,Dancing,89,321,2025-06-12,Jesse Fox,20,F,rachel39@example.com,357,"Maldonadoshire, Kyrgyz Republic"
940,940,Zumba,59,142,2025-06-04,Jesus Mendez,25,Other,jonesjoseph@example.org,354,"East Curtis, Saint Lucia"
941,941,Bodyweight Training,108,118,2025-05-25,Jeremy Lang,46,F,newtonjulie@example.com,859,"New Lucas, Antigua and Barbuda"
942,942,Yoga,38,715,2025-06-11,Marcus Moore,29,Other,michaelortiz@example.com,22,"Jasonfort, Turkey"
943,943,Burpees,96,380,2025-05-25,Heather Davis,52,F,qgutierrez@example.org,681,"New Greg, Venezuela"
944,944,Calisthenics,19,362,2025-06-02,Marcia Roberts,18,Other,pjohnson@example.com,888,"New Bruce, Saudi Arabia"
945,945,Archery,120,574,2025-05-28,Michelle Velazquez,64,F,vgonzales@example.com,635,"West Angela, Liechtenstein"
946,946,Walking,43,238,2025-05-20,Sandy Cooper,42,M,ysmith@example.net,782,"New Lindachester, Togo"
947,947,Zumba,22,153,2025-05-21,Sharon Phillips,44,Other,navarrojoseph@example.net,177,"Michaelmouth, Jamaica"
948,948,Archery,96,511,2025-06-14,Steven Scott,45,M,pward@example.com,779,"East Joycetown, Uganda"
949,949,Rowboat Exercise,19,770,2025-06-05,Catherine Day,25,F,nguyenzachary@example.org,489,"East Theresafurt, Sweden"
950,950,CrossFit,31,270,2025-06-14,Anne Boyd,34,M,rebecca75@example.net,554,"Wilsonborough, Mali"
951,951,Pull-ups,18,921,2025-05-20,Michael Sullivan,63,Other,nsmith@example.net,707,"New Dannyside, Mexico"
952,952,Cricket,17,264,2025-05-30,Kevin Welch,53,M,mmills@example.com,755,"Port Rachaelbury, Oman"
953,953,Cricket,96,228,2025-05-18,Jennifer Harvey,42,Other,meganlewis@example.com,854,"Grantside, Pakistan"
954,954,Bodyweight Training,19,247,2025-06-08,Mark Smith,50,Other,olowery@example.net,585,"Grantberg, Isle of Man"
955,955,Cycling,101,984,2025-05-28,Mr. Matthew Clements DDS,60,F,kylewest@example.org,451,"Johnsonside, Somalia"
956,956,Kickboxing,76,161,2025-06-08,Daniel Edwards,68,M,loganjesse@example.com,574,"East Williamport, Cuba"
957,957,Archery,25,720,2025-06-02,Andrew Humphrey,46,F,qmcguire@example.net,623,"New Samanthabury, Mongolia"
958,958,Weight Lifting,43,786,2025-06-05,Christina Johnson,47,M,tharper@example.com,353,"Port Michael, Brazil"
959,959,HIIT,117,289,2025-05-28,Elizabeth Morrison,36,Other,john52@example.com,273,"Coffeyport, Western Sahara"
960,960,Climbing Stairs,65,906,2025-06-07,Robert Johnson,40,M,vpittman@example.net,59,"East Richard, Bermuda"
961,961,Jump Rope,54,364,2025-06-08,Elizabeth Ochoa,64,Other,melvin41@example.net,829,"South James, Hungary"
962,962,Zumba,96,221,2025-06-05,Louis Smith,27,F,bjohnson@example.com,471,"Perrymouth, Cayman Islands"
963,963,Core Workout,61,838,2025-05-22,Paul Phillips,31,F,williamnewton@example.com,609,"North Jasmine, Tajikistan"
964,964,Skating,64,451,2025-05-22,David Dennis,65,F,smcintyre@example.org,862,"Toniburgh, Dominica"
965,965,Aerobics,49,154,2025-06-09,Brittany Mendoza,39,Other,yfernandez@example.org,826,"North Christina, Turks and Caicos Islands"
966,966,Golf,83,208,2025-06-11,Michael King,30,M,leegeorge@example.net,187,"Taylormouth, Montserrat"
967,967,Cricket,49,759,2025-05-26,John Cox,50,Other,cmann@example.org,569,"Reedview, Egypt"
968,968,Plank,41,648,2025-05-29,Kathy Fuller,51,M,rstevens@example.net,931,"Ericafurt, Lao People's Democratic Republic"
969,969,Hiking,67,522,2025-05-30,Julie Francis,31,F,beckcarolyn@example.org,134,"North Robert, Cape Verde"
970,970,Pull-ups,120,441,2025-06-04,Laura Daniels,63,M,dgarza@example.org,478,"Port Mark, Egypt"
971,971,HIIT,111,830,2025-05-23,Mike Johnson,42,Other,zrose@example.net,679,"West Bradleyville, Ghana"
972,972,Archery,41,930,2025-05-26,David Silva,53,M,christophercarson@example.com,782,"New Lindachester, Togo"
973,973,Volleyball,77,111,2025-06-13,John Thomas,28,M,garciajeremy@example.net,450,"East Laurabury, Czech Republic"
974,974,Hiking,53,463,2025-06-03,Raymond Simon,69,Other,elizabethbrown@example.org,715,"New Michaelview, Costa Rica"
975,975,Pull-ups,35,911,2025-06-08,Anthony Banks,21,F,tami50@example.net,821,"Davidmouth, Switzerland"
976,976,Paddleboarding,76,949,2025-05-24,Shawn Macdonald,26,M,jessica14@example.net,160,"Stanleyland, Guatemala"
977,977,Baseball,110,470,2025-06-04,Cody Hunt,61,F,christyrivera@example.net,325,"Audreychester, Brazil"
978,978,Basketball,12,907,2025-05-28,Maria Wilson,31,F,sullivanandrew@example.net,13,"Port Keith, Aruba"
979,979,Snowboarding,28,425,2025-06-03,Jessica Higgins,51,F,dawnliu@example.org,244,"Port Markside, Pakistan"
980,980,Boxing,39,657,2025-05-21,Emily English,46,F,annmartin@example.com,845,"North Brianbury, Liechtenstein"
981,981,Tennis,80,414,2025-05-31,Wesley Singh,64,F,qwilkerson@example.net,326,"New Sarahview, Tanzania"
982,982,Kickboxing,71,964,2025-05-18,Andrew Garcia,23,M,sheenadavis@example.com,285,"New Derek, Bhutan"
983,983,Football,82,128,2025-05-20,Jessica Archer,64,Other,virginia80@example.org,820,"North Rebecca, Sudan"
984,984,Jogging,44,969,2025-06-05,Nancy Johnson,70,Other,mfletcher@example.org,717,"Ashleyhaven, French Guiana"
985,985,Surfing,73,923,2025-06-08,Kaitlin Watts,35,Other,tking@example.org,606,"Lake Amy, Chile"
986,986,Martial Arts,36,404,2025-06-05,Christina Hamilton,20,Other,blong@example.com,364,"Fordside, Nicaragua"
987,987,Rowboat Exercise,110,364,2025-05-28,Alexis Hull,60,Other,stephanie43@example.com,109,"Williamchester, Saint Helena"
988,988,Cycling,38,998,2025-05-31,Marilyn Gray,24,M,brianroberson@example.org,813,"Bondside, Antarctica (the territory South of 60 deg S)"
989,989,Running,57,847,2025-05-23,Michelle Garcia,29,M,vbell@example.org,122,"Port Michelleville, Cameroon"
990,990,Plank,107,475,2025-05-26,Heidi Foster,33,M,joanna61@example.net,144,"Vargastown, United States of America"
991,991,Pilates,63,461,2025-05-23,Julie Shelton,23,F,flemingcrystal@example.org,719,"West Michelleberg, Uruguay"
992,992,Surfing,35,621,2025-05-23,Tracy Palmer,46,Other,meganblackwell@example.org,357,"Maldonadoshire, Kyrgyz Republic"
993,993,Resistance Band Workout,20,782,2025-06-12,Sonya Taylor,38,F,valdezvanessa@example.com,431,"Kirkchester, Greece"
994,994,Jogging,84,723,2025-05-20,Michael Bryant,18,Other,karl85@example.net,818,"Samanthaland, Myanmar"
995,995,Power Walking,13,151,2025-05-24,Barbara Goodman,22,M,jonesdanielle@example.com,972,"New Virginiaville, Sierra Leone"
996,996,Walking,96,428,2025-05-21,Rebecca Herrera,34,Other,hkennedy@example.com,156,"West Barbarafurt, Botswana"
997,997,CrossFit,17,671,2025-06-03,Jason Alvarez,65,Other,hartmanchristopher@example.org,458,"Port Davidberg, Jersey"
998,998,Pull-ups,81,424,2025-05-28,Michael Carey,63,F,jerrymills@example.com,181,"Jennyhaven, Liberia"
999,999,HIIT,65,612,2025-06-08,Shannon Parrish,37,Other,barnettlindsay@example.com,332,"Petersonstad, Italy"
1000,1000,Resistance Band Workout,114,732,2025-06-13,Brooke Mcintyre,70,Other,ambertrevino@example.org,3,"New Roberttown, Saint Vincent and the Grenadines"
